nmr	path	path.name	path.class	rval	Pval	fdr	fwer
M_VLDL_C	GALACT-GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	Sugar Derivatives Degradation	-0.112108112	0.000447205	0.025843621	1
M_VLDL_C	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	-0.108560408	0.000685165	0.031461424	1
M_VLDL_C	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.114896972	0.000320299	0.021555674	1
M_VLDL_C	ARGININE-SYN4-PWY	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	Amino Acids Biosynthesis	-0.100900526	0.001587818	0.048243988	1
M_VLDL_C	PWY-6269	PWY-6269: adenosylcobalamin salvage from cobinamide II	Vitamin-Biosynthesis	-0.104837072	0.001031258	0.039051298	1
M_VLDL_CE	PWY-7199	PWY-7199: pyrimidine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	-0.109505492	0.000606574	0.029968529	1
M_VLDL_CE	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.112171752	0.000443848	0.025804228	1
M_VLDL_CE	PWY-6305	PWY-6305: putrescine biosynthesis IV	Polyamine-Biosynthesis	-0.115954681	0.00028167	0.019971767	1
M_VLDL_CE	PWY-5659	PWY-5659: GDP-mannose biosynthesis	Carbohydrates Biosynthesis	-0.109340483	0.000618276	0.030218239	1
M_VLDL_CE	GLUCUROCAT-PWY	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	Sugar Derivatives Degradation	-0.100558283	0.001647397	0.049046449	1
M_VLDL_CE	GALACT-GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	Sugar Derivatives Degradation	-0.103599396	0.001182981	0.041990714	1
M_VLDL_CE	PWY-6269	PWY-6269: adenosylcobalamin salvage from cobinamide II	Vitamin-Biosynthesis	-0.101841063	0.00143414	0.045965789	1
M_VLDL_FC	PWY-6507	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	Sugar Derivatives Degradation	-0.105838081	0.00092193	0.036664504	1
M_VLDL_FC	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.117757887	0.000225692	0.017510999	1
M_VLDL_FC	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.107271592	0.000783948	0.033871759	1
M_VLDL_FC	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	-0.112906512	0.00040676	0.02443863	1
M_VLDL_FC	PWY3O-1109	PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)	Aromatic Compounds Biosynthesis	-0.112467073	0.000431505	0.02538533	1
M_VLDL_FC	PWY-7242	PWY-7242: D-fructuronate degradation	Sugar Derivatives Degradation	-0.102984644	0.001265768	0.043208182	1
M_VLDL_FC	PWY-4981	PWY-4981: L-proline biosynthesis II (from arginine)	Amino Acids Biosynthesis	-0.10903462	0.000640525	0.030658499	1
M_VLDL_FC	HISDEG-PWY	HISDEG-PWY: L-histidine degradation I	Amino Acids Degradation	-0.112494625	0.000427178	0.025266355	1
M_VLDL_FC	PWY-7456	PWY-7456: mannan degradation	POLYSACCHARIDES-DEG	-0.10735643	0.000781271	0.033845614	1
M_VLDL_FC	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.102044916	0.001402692	0.045528628	1
M_VLDL_FC	PWY0-1586	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Cell Structures Biosynthesis	0.104823692	0.001032797	0.039101019	1
M_VLDL_FC	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.11769163	0.00022755	0.017521902	1
M_VLDL_FC	GALACTUROCAT-PWY	GALACTUROCAT-PWY: D-galacturonate degradation I	Sugar Derivatives Degradation	-0.117685228	0.00022773	0.017517198	1
M_VLDL_FC	PWY-5913	PWY-5913: TCA cycle VI (obligate autotrophs)	TCA cycle	0.100422035	0.001671682	0.049473042	1
M_VLDL_FC	P163-PWY	P163-PWY: L-lysine fermentation to acetate and butanoate	Fermentation	-0.106113161	0.000899293	0.036311287	1
M_VLDL_FC	PWY-5154	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	Amino Acids Biosynthesis	-0.107867384	0.000732446	0.03253051	1
M_VLDL_FC	PWY-7117	"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	Photosynthesis	0.100408309	0.001674147	0.049512552	1
M_VLDL_FC	COA-PWY	COA-PWY: coenzyme A biosynthesis I	Cofactor-Biosynthesis	0.105420536	0.00096616	0.037624643	1
M_VLDL_FC	PWY-5484	PWY-5484: glycolysis II (from fructose 6-phosphate)	Glycolysis	-0.100986129	0.001573229	0.047989937	1
M_VLDL_FC	PWY-5659	PWY-5659: GDP-mannose biosynthesis	Carbohydrates Biosynthesis	-0.111353006	0.000488878	0.02695766	1
M_VLDL_FC	GLUCUROCAT-PWY	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	Sugar Derivatives Degradation	-0.11490318	0.000320059	0.021557333	1
M_VLDL_FC	PWY-6863	PWY-6863: pyruvate fermentation to hexanol	Fermentation	-0.104014683	0.001129916	0.041117717	1
M_VLDL_FC	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.107271592	0.000783948	0.033871759	1
M_VLDL_FC	ARGININE-SYN4-PWY	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	Amino Acids Biosynthesis	-0.108415802	0.000687831	0.031472983	1
M_VLDL_FC	PWY-6269	PWY-6269: adenosylcobalamin salvage from cobinamide II	Vitamin-Biosynthesis	-0.1015894	0.001473859	0.046494952	1
M_VLDL_TG	PWY-6151	PWY-6151: S-adenosyl-L-methionine cycle I	Amino Acids Biosynthesis	0.100625362	0.00163556	0.048933597	1
M_VLDL_TG	PWY-6507	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	Sugar Derivatives Degradation	-0.118092664	0.000216523	0.017146513	1
M_VLDL_TG	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.104291836	0.001095733	0.040346594	1
M_VLDL_TG	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	-0.114855011	0.00032193	0.02157727	1
M_VLDL_TG	PWY3O-1109	PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)	Aromatic Compounds Biosynthesis	-0.10913597	0.000637156	0.030614912	1
M_VLDL_TG	PWY-7242	PWY-7242: D-fructuronate degradation	Sugar Derivatives Degradation	-0.103228534	0.001232305	0.042744093	1
M_VLDL_TG	PWY-4981	PWY-4981: L-proline biosynthesis II (from arginine)	Amino Acids Biosynthesis	-0.109573968	0.000601778	0.029799134	1
M_VLDL_TG	PWY-7200	PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	Nucleosides and Nucleotides Biosynthesis	-0.109243553	0.000625248	0.030364624	1
M_VLDL_TG	PWY-7456	PWY-7456: mannan degradation	POLYSACCHARIDES-DEG	-0.109153186	0.000635891	0.030627647	1
M_VLDL_TG	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.117300742	0.000238803	0.018025751	1
M_VLDL_TG	PWY-6660	PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	Secondary Metabolites Biosynthesis	-0.101765873	0.001655687	0.049222849	1
M_VLDL_TG	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.105385156	0.000969996	0.037745005	1
M_VLDL_TG	PWY-5055	PWY-5055: nicotinate degradation III	Aromatic Compounds Degradation	-0.104200076	0.001153591	0.041411385	1
M_VLDL_TG	GALACTUROCAT-PWY	GALACTUROCAT-PWY: D-galacturonate degradation I	Sugar Derivatives Degradation	-0.117839654	0.00022342	0.017385003	1
M_VLDL_TG	PWY-5913	PWY-5913: TCA cycle VI (obligate autotrophs)	TCA cycle	0.106716696	0.000834915	0.035017007	1
M_VLDL_TG	PWY-5154	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	Amino Acids Biosynthesis	-0.113249179	0.00039047	0.024003897	1
M_VLDL_TG	PWY-7117	"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	Photosynthesis	0.105666401	0.000939884	0.037002252	1
M_VLDL_TG	GLUCONEO-PWY	GLUCONEO-PWY: gluconeogenesis I	Carbohydrates Biosynthesis	-0.106231303	0.000881998	0.036084937	1
M_VLDL_TG	COA-PWY	COA-PWY: coenzyme A biosynthesis I	Cofactor-Biosynthesis	0.112442466	0.000429831	0.025363467	1
M_VLDL_TG	PWY-6168	PWY-6168: flavin biosynthesis III (fungi)	Vitamin-Biosynthesis	-0.10059746	0.001640474	0.048922509	1
M_VLDL_TG	PWY-6662	PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis	Secondary Metabolites Biosynthesis	-0.110004835	0.000669568	0.031199248	1
M_VLDL_TG	PWY-2201	PWY-2201: folate transformations I	Vitamin-Biosynthesis	-0.108466486	0.000683838	0.031463596	1
M_VLDL_TG	PWY-5484	PWY-5484: glycolysis II (from fructose 6-phosphate)	Glycolysis	-0.116151209	0.000274991	0.019771036	1
M_VLDL_TG	PWY-5100	PWY-5100: pyruvate fermentation to acetate and lactate II	Fermentation	-0.116958845	0.000249071	0.018637734	1
M_VLDL_TG	PWY-6305	PWY-6305: putrescine biosynthesis IV	Polyamine-Biosynthesis	-0.108336639	0.000694111	0.031506799	1
M_VLDL_TG	PWY-7197	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Nucleosides and Nucleotides Biosynthesis	-0.107792442	0.000738747	0.032677165	1
M_VLDL_TG	GLUCUROCAT-PWY	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	Sugar Derivatives Degradation	-0.108514117	0.000680105	0.031389199	1
M_VLDL_TG	PWY0-1298	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Nucleosides and Nucleotides Degradation	-0.10378148	0.001159438	0.041508494	1
M_VLDL_TG	PWY-6863	PWY-6863: pyruvate fermentation to hexanol	Fermentation	-0.116004608	0.000279959	0.019909348	1
M_VLDL_TG	P162-PWY	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	Fermentation	-0.103703612	0.001169453	0.041769523	1
M_VLDL_TG	ARGININE-SYN4-PWY	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	Amino Acids Biosynthesis	-0.107906138	0.000729207	0.032465803	1
M_VLDL_TG	FERMENTATION-PWY	FERMENTATION-PWY: mixed acid fermentation	Fermentation	0.103059612	0.001255394	0.043099465	1
S_VLDL_P	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.11148869	0.000481133	0.026778022	1
S_VLDL_P	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.102918104	0.001275042	0.043453479	1
S_VLDL_P	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	-0.100607184	0.00163876	0.048913525	1
S_VLDL_P	HISDEG-PWY	HISDEG-PWY: L-histidine degradation I	Amino Acids Degradation	-0.10236562	0.001354501	0.044751696	1
S_VLDL_P	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.108679062	0.000667323	0.031201959	1
S_VLDL_P	PWY-7456	PWY-7456: mannan degradation	POLYSACCHARIDES-DEG	-0.100823774	0.001609903	0.048533797	1
S_VLDL_P	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.110567922	0.000536021	0.028227425	1
S_VLDL_P	GALACTUROCAT-PWY	GALACTUROCAT-PWY: D-galacturonate degradation I	Sugar Derivatives Degradation	-0.1022295	0.001374766	0.04505249	1
S_VLDL_P	PWY-5154	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	Amino Acids Biosynthesis	-0.10458192	0.001060981	0.039773493	1
S_VLDL_P	PWY-6305	PWY-6305: putrescine biosynthesis IV	Polyamine-Biosynthesis	-0.100243941	0.001703922	0.049983071	1
S_VLDL_P	PWY-5659	PWY-5659: GDP-mannose biosynthesis	Carbohydrates Biosynthesis	-0.105672123	0.000939281	0.036994852	1
S_VLDL_P	METHGLYUT-PWY	METHGLYUT-PWY: superpathway of methylglyoxal degradation	Aldehyde-Degradation	-0.102808936	0.001290394	0.04377154	1
S_VLDL_P	GALACT-GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	Sugar Derivatives Degradation	-0.104396193	0.001083112	0.040102968	1
S_VLDL_P	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	-0.108203472	0.000713773	0.032090149	1
S_VLDL_P	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.102918104	0.001275042	0.043453479	1
S_VLDL_L	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.112909386	0.00040662	0.024440743	1
S_VLDL_L	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.104800165	0.001035509	0.039184934	1
S_VLDL_L	VALDEG-PWY	VALDEG-PWY: L-valine degradation I	Amino Acids Degradation	-0.111705935	0.000468969	0.02647216	1
S_VLDL_L	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.101267476	0.001526143	0.047298192	1
S_VLDL_L	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.110070021	0.000568076	0.02903423	1
S_VLDL_L	PWY-5154	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	Amino Acids Biosynthesis	-0.101448225	0.001496581	0.046882883	1
S_VLDL_L	PWY-5659	PWY-5659: GDP-mannose biosynthesis	Carbohydrates Biosynthesis	-0.106021139	0.000903137	0.036364532	1
S_VLDL_L	GALACT-GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	Sugar Derivatives Degradation	-0.101897776	0.001425327	0.045769332	1
S_VLDL_L	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	-0.10086357	0.00161194	0.048582423	1
S_VLDL_L	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.104800165	0.001035509	0.039184934	1
S_VLDL_PL	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	-0.100491564	0.001659248	0.04923623	1
S_VLDL_PL	PWY3O-1109	PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)	Aromatic Compounds Biosynthesis	-0.101794198	0.001449619	0.046265376	1
S_VLDL_PL	HISDEG-PWY	HISDEG-PWY: L-histidine degradation I	Amino Acids Degradation	-0.101426071	0.001500176	0.046938303	1
S_VLDL_PL	GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	Glycolysis	-0.113416022	0.000382761	0.023868901	1
S_VLDL_PL	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	-0.103039061	0.00125823	0.043095305	1
S_VLDL_PL	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.109730703	0.000590934	0.02964172	1
S_VLDL_PL	PWY-5154	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	Amino Acids Biosynthesis	-0.109676555	0.00059466	0.029647385	1
S_VLDL_PL	P185-PWY	P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	C1 Compounds Utilization and Assimilation	-0.105702526	0.00093608	0.036947131	1
S_VLDL_PL	PWY-5484	PWY-5484: glycolysis II (from fructose 6-phosphate)	Glycolysis	-0.103935225	0.001139896	0.041281444	1
S_VLDL_PL	PWY-5659	PWY-5659: GDP-mannose biosynthesis	Carbohydrates Biosynthesis	-0.104183271	0.001109007	0.04065048	1
S_VLDL_PL	METHGLYUT-PWY	METHGLYUT-PWY: superpathway of methylglyoxal degradation	Aldehyde-Degradation	-0.100497093	0.001658263	0.049243204	1
S_VLDL_PL	GALACT-GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	Sugar Derivatives Degradation	-0.102591204	0.001321522	0.04420807	1
S_VLDL_PL	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	-0.103256553	0.001242838	0.042873726	1
S_VLDL_C	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.116935306	0.000249793	0.018622971	1
S_VLDL_C	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.112989793	0.000402743	0.024320574	1
S_VLDL_C	PWY-6565	PWY-6565: superpathway of polyamine biosynthesis III	Polyamine-Biosynthesis	-0.116640168	0.000259012	0.019008264	1
S_VLDL_C	PWY-6562	PWY-6562: norspermidine biosynthesis	Polyamine-Biosynthesis	-0.116826381	0.000253159	0.018768679	1
S_VLDL_C	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.112989793	0.000402743	0.024320574	1
S_VLDL_CE	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.112809159	0.000411502	0.024553191	1
S_VLDL_CE	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.111659626	0.000471538	0.026520195	1
S_VLDL_CE	PWY-6565	PWY-6565: superpathway of polyamine biosynthesis III	Polyamine-Biosynthesis	-0.100890071	0.001589608	0.048292866	1
S_VLDL_CE	PWY-6562	PWY-6562: norspermidine biosynthesis	Polyamine-Biosynthesis	-0.101578727	0.001475566	0.0464788	1
S_VLDL_CE	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.111659626	0.000471538	0.026520195	1
S_VLDL_FC	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.113588997	0.000374919	0.02363727	1
S_VLDL_FC	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.10587527	0.000918083	0.036644951	1
S_VLDL_FC	PWY-7199	PWY-7199: pyrimidine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	-0.113695548	0.000370164	0.023485228	1
S_VLDL_FC	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.111867019	0.000460136	0.026284941	1
S_VLDL_FC	PWY-5659	PWY-5659: GDP-mannose biosynthesis	Carbohydrates Biosynthesis	-0.108814258	0.000657013	0.031028853	1
S_VLDL_FC	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.10587527	0.000918083	0.036644951	1
S_VLDL_TG	PWY-6507	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	Sugar Derivatives Degradation	-0.102542765	0.00132854	0.044366776	1
S_VLDL_TG	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	-0.107899262	0.00072978	0.032478417	1
S_VLDL_TG	PWY3O-1109	PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)	Aromatic Compounds Biosynthesis	-0.11298071	0.000405957	0.024416389	1
S_VLDL_TG	PWY-6590	PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	Fermentation	-0.113070995	0.000398863	0.024271938	1
S_VLDL_TG	PWY-7200	PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	Nucleosides and Nucleotides Biosynthesis	-0.100524301	0.001653423	0.049204713	1
S_VLDL_TG	HISDEG-PWY	HISDEG-PWY: L-histidine degradation I	Amino Acids Degradation	-0.117879922	0.000222309	0.017370417	1
S_VLDL_TG	PWY-7456	PWY-7456: mannan degradation	POLYSACCHARIDES-DEG	-0.113225426	0.000394288	0.024046467	1
S_VLDL_TG	PWY0-1586	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Cell Structures Biosynthesis	0.118266294	0.000211906	0.01689433	1
S_VLDL_TG	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	-0.109384855	0.000615109	0.030156128	1
S_VLDL_TG	GALACTUROCAT-PWY	GALACTUROCAT-PWY: D-galacturonate degradation I	Sugar Derivatives Degradation	-0.109274687	0.000623001	0.03033424	1
S_VLDL_TG	PWY-5913	PWY-5913: TCA cycle VI (obligate autotrophs)	TCA cycle	0.112399376	0.000432034	0.025401392	1
S_VLDL_TG	P163-PWY	P163-PWY: L-lysine fermentation to acetate and butanoate	Fermentation	-0.103592409	0.001190817	0.042045652	1
S_VLDL_TG	PWY-5754	PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)	Aromatic Compounds Biosynthesis	-0.103826147	0.001153728	0.041408038	1
S_VLDL_TG	PWY-5154	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	Amino Acids Biosynthesis	-0.114767394	0.000325358	0.021729244	1
S_VLDL_TG	PWY-7117	"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	Photosynthesis	0.111951108	0.000455587	0.026121432	1
S_VLDL_TG	GLUCONEO-PWY	GLUCONEO-PWY: gluconeogenesis I	Carbohydrates Biosynthesis	-0.104585473	0.001060562	0.039779547	1
S_VLDL_TG	COA-PWY	COA-PWY: coenzyme A biosynthesis I	Cofactor-Biosynthesis	0.111130771	0.000501815	0.027301724	1
S_VLDL_TG	PWY-6168	PWY-6168: flavin biosynthesis III (fungi)	Vitamin-Biosynthesis	-0.110726555	0.000526167	0.027975589	1
S_VLDL_TG	PWY-6662	PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis	Secondary Metabolites Biosynthesis	-0.106272747	0.001016834	0.038763207	1
S_VLDL_TG	TRNA-CHARGING-PWY	TRNA-CHARGING-PWY: tRNA charging	Aminoacyl-tRNAs-Charging	-0.116512463	0.0002631	0.019244731	1
S_VLDL_TG	CENTFERM-PWY	CENTFERM-PWY: pyruvate fermentation to butanoate	Fermentation	-0.111177504	0.000499068	0.027231102	1
S_VLDL_TG	PWY-2201	PWY-2201: folate transformations I	Vitamin-Biosynthesis	-0.109022806	0.000641399	0.030665647	1
S_VLDL_TG	PWY-5100	PWY-5100: pyruvate fermentation to acetate and lactate II	Fermentation	-0.112235752	0.000440496	0.02570572	1
S_VLDL_TG	METHGLYUT-PWY	METHGLYUT-PWY: superpathway of methylglyoxal degradation	Aldehyde-Degradation	-0.107250938	0.000785792	0.033913956	1
S_VLDL_TG	PWY-6863	PWY-6863: pyruvate fermentation to hexanol	Fermentation	-0.113096613	0.000397646	0.024231884	1
S_VLDL_TG	GALACT-GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	Sugar Derivatives Degradation	-0.109869042	0.000581514	0.029270541	1
S_VLDL_TG	P162-PWY	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	Fermentation	-0.101988754	0.001411292	0.045669145	1
S_VLDL_TG	FERMENTATION-PWY	FERMENTATION-PWY: mixed acid fermentation	Fermentation	0.109974618	0.000574418	0.029209246	1
XS_VLDL_P	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.104347485	0.001088986	0.040193237	1
XS_VLDL_P	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.100888917	0.001589806	0.048271203	1
XS_VLDL_P	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.100888917	0.001589806	0.048271203	1
XS_VLDL_L	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	0.10266993	0.001310188	0.044038037	1
XS_VLDL_L	PWY-6122	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	Nucleosides and Nucleotides Biosynthesis	0.100607133	0.001638769	0.048889436	1
XS_VLDL_L	PWY-6277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleosides and Nucleotides Biosynthesis	0.100607133	0.001638769	0.048889436	1
XS_VLDL_PL	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.114918844	0.000319453	0.021538462	1
XS_VLDL_C	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	Aromatic Compounds Degradation	0.104780006	0.001382035	0.045243214	1
XS_VLDL_C	PWY-6174	PWY-6174: mevalonate pathway II (archaea)	Cofactor-Biosynthesis	0.10184081	0.001642569	0.048933137	1
XS_VLDL_C	RUMP-PWY	RUMP-PWY: formaldehyde oxidation I	other	0.109826889	0.000584369	0.029372502	1
XS_VLDL_C	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.101742466	0.001449583	0.046277487	1
XS_VLDL_C	PWY-1861	PWY-1861: formaldehyde assimilation II (RuMP Cycle)	C1 Compounds Utilization and Assimilation	0.110893873	0.000515957	0.027759796	1
XS_VLDL_C	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	0.12276193	0.000236228	0.017903822	1
XS_VLDL_C	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	0.10163027	0.001467341	0.046386511	1
XS_VLDL_C	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	0.101032887	0.001565312	0.047852823	1
XS_VLDL_C	PWY-241	"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	Photosynthesis	0.116646364	0.000258816	0.019024246	1
XS_VLDL_CE	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	Aromatic Compounds Degradation	0.109124784	0.0008635	0.035774269	1
XS_VLDL_CE	PWY-5989	PWY-5989: stearate biosynthesis II (bacteria and plants)	Fatty Acid and Lipid Biosynthesis	-0.10455389	0.001064294	0.039807516	1
